"Date","week_day","Time of Interview","Number of Anglers Fishing in boat","target spp","Time Angler started fishing","Time Angler stopped fishing","...8","Total hrs fished","Interview location","Angler residency","# Of days planned fishing","sockeye_killed","rainbow_killed","laketrout_killed","whitefish_killed","burbot_killed","coho_killed","sockeye_rel","rainbow_rel","laketrout_rel","whitefish_rel","burbot_rel","coho_rel","total_eff","total_sk_catch","Daily Boat Effort","Mean Ang per Boat","Daily Harvest Estimate","Angler Potentital Harvest (Bag Limit = 2 Sk)","day_type","cpue","hpue","daily_eff","daily_catch","daily_harv"
2023-08-16,"Wednesday","13:30",2,"Sk",09:00:00,13:00:00,"4:00",4,"GM","Houston","7",4,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,8,4,NA,NA,NA,NA,"weekday",0.452932387000374,0.429585356742622,214.16,97,92
2023-08-16,"Wednesday","14:10",4,"Sk",10:00:00,14:00:00,"4:00",4,"RB","Prince Geo","4",6,NA,NA,NA,NA,NA,"1","3",NA,NA,NA,NA,16,7,NA,NA,NA,NA,"weekday",0.452932387000374,0.429585356742622,214.16,97,92
2023-08-16,"Wednesday","14:15",2,"Sk",11:30:00,14:10:00,"2:40",2.67,"RB","Prince Geo","4",4,NA,NA,NA,NA,NA,"0","2",NA,NA,NA,NA,5.33,4,NA,NA,NA,NA,"weekday",0.452932387000374,0.429585356742622,214.16,97,92
2023-08-16,"Wednesday","14:15",3,"Sk",10:30:00,14:00:00,"3:30",3.5,"RB","Smithers","2",4,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,10.5,4,NA,NA,NA,NA,"weekday",0.452932387000374,0.429585356742622,214.16,97,92
2023-08-16,"Wednesday","14:45",2,"Sk",10:00:00,14:30:00,"4:30",4.5,"LB","Houston","5",3,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,9,3,NA,NA,NA,NA,"weekday",0.452932387000374,0.429585356742622,214.16,97,92
2023-08-16,"Wednesday","14:55",3,"Sk",11:00:00,14:45:00,"3:45",3.75,"LB","Topley","4",4,NA,NA,NA,NA,NA,"0","2",NA,NA,NA,NA,11.25,4,NA,NA,NA,NA,"weekday",0.452932387000374,0.429585356742622,214.16,97,92
2023-08-16,"Wednesday","16:50",2,"Sk",11:00:00,16:30:00,"5:30",5.5,"CD","Prince Geo","4",4,"1",NA,NA,NA,NA,"0","1",NA,NA,NA,NA,11,4,NA,NA,NA,NA,"weekday",0.452932387000374,0.429585356742622,214.16,97,92
2023-08-16,"Wednesday","17:40",3,"Sk",12:00:00,17:30:00,"5:30",5.5,"CD","Prince Geo","7",4,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,16.5,4,NA,NA,NA,NA,"weekday",0.452932387000374,0.429585356742622,214.16,97,92
2023-08-16,"Wednesday","17:45",3,"Sk",15:00:00,17:30:00,"2:30",2.5,"CD","Prince Geo","1",1,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,7.5,1,NA,NA,NA,NA,"weekday",0.452932387000374,0.429585356742622,214.16,97,92
2023-08-16,"Wednesday","17:50",4,"Sk",15:45:00,17:50:00,"2:05",2.08,"CD","Kelowna","2",3,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,8.33,4,NA,NA,NA,NA,"weekday",0.452932387000374,0.429585356742622,214.16,97,92
2023-08-16,"Wednesday","17:55",3,"Sk",14:45:00,17:50:00,"3:05",3.08,"CD","Prince Geo","2",2,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,9.25,2,NA,NA,NA,NA,"weekday",0.452932387000374,0.429585356742622,214.16,97,92
2023-08-16,"Wednesday","18:00",2,"Sk",12:00:00,17:30:00,"5:30",5.5,"CD","Francois Lk","1",0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,11,0,NA,NA,NA,NA,"weekday",0.452932387000374,0.429585356742622,214.16,97,92
2023-08-17,"Thursday","11:10",2,"Sk",07:00:00,13:30:00,"6:30",6.5,"GM","Granisle","season",4,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,13,4,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","11:10",3,"Sk",08:00:00,11:00:00,"3:00",3,"GM","Granisle","season",4,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,9,4,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","11:15",3,"Sk",09:00:00,11:15:00,"2:15",2.25,"GM","Topley","4",4,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,6.75,4,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","11:25",2,"Sk",08:30:00,11:00:00,"2:30",2.5,"GM","Prince Geo","2",4,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","11:40",4,"Sk",09:00:00,11:30:00,"2:30",2.5,"GM","Granisle","season",6,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,10,6,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","11:45",4,"Sk",09:00:00,11:00:00,"2:00",2,"GM","Dawson Cr","1",7,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,8,7,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","11:45",2,"Sk",07:00:00,11:30:00,"4:30",4.5,"GM","Topley","season",2,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,9,2,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","11:50",2,"Sk",09:00:00,11:45:00,"2:45",2.75,"GM","Houston","7",4,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,5.5,4,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","12:05",2,"Sk",08:00:00,11:45:00,"3:45",3.75,"GM","Alberta","2",0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,7.5,0,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","12:20",3,"Sk",08:00:00,12:00:00,"4:00",4,"RB","Smithers","4",2,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,12,4,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","12:30",4,"Sk",10:00:00,12:30:00,"2:30",2.5,"RB","Smithers","4",3,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,10,3,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","12:45",5,"Sk",09:30:00,12:30:00,"3:00",3,"RB","Smithers","4",2,NA,NA,NA,NA,NA,"0","3",NA,NA,NA,NA,15,2,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","12:55",4,"Sk",10:00:00,12:30:00,"2:30",2.5,"RB","Prince Geo","5",0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","13:00",3,"Sk",09:00:00,13:00:00,"4:00",4,"CD","Dawson Cr","3",6,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,12,6,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","13:05",2,"Sk",09:00:00,12:30:00,"3:30",3.5,"RB","Houston","1",2,NA,NA,NA,NA,NA,"0","1",NA,NA,NA,NA,7,2,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","13:15",2,"Sk",09:00:00,13:00:00,"4:00",4,"GM","Granisle","7",1,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","13:25",2,"Sk",11:00:00,13:00:00,"2:00",2,"GM","Granisle","season",2,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","13:30",4,"Sk",09:00:00,13:00:00,"4:00",4,"GM","Granisle","14",6,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,16,6,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","13:30",2,"Sk",08:00:00,13:00:00,"5:00",5,"CD","Prince Geo","3",3,"2",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,10,3,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","13:50",2,"Sk",11:00:00,13:30:00,"2:30",2.5,"CD","Houston",NA,1,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","13:50",3,"Sk",11:30:00,13:30:00,"2:00",2,"GM","Houston","season",1,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","14:00",3,"Sk",12:00:00,14:00:00,"2:00",2,"CD","Dawson Cr",NA,4,"2",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","14:00",1,"Sk",12:00:00,14:00:00,"2:00",2,"GM","Prince Geo","4",2,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","14:10",5,"Sk",09:00:00,14:00:00,"5:00",5,"CD","Houston","2",10,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,25,10,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","14:15",3,"Sk",11:00:00,14:00:00,"3:00",3,"CD","Houston","2",1,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","14:20",4,"Sk",12:00:00,14:15:00,"2:15",2.25,"CD","Houston",NA,7,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,9,7,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","14:20",4,"Sk",10:00:00,14:00:00,"4:00",4,"LB","Houston","10",2,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,16,2,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","14:25",2,"Sk",12:00:00,14:25:00,"2:25",2.42,"LB","Smithers","4",1,NA,NA,NA,NA,NA,"0","2",NA,NA,NA,NA,4.83,1,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","14:30",2,"Sk",12:00:00,14:15:00,"2:15",2.25,"RB","Houston","4",4,NA,NA,NA,NA,NA,"1","2",NA,NA,NA,NA,4.5,5,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","14:30",3,"Sk",12:30:00,14:30:00,"2:00",2,"CD","Prince Geo","4",2,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,6,2,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","14:35",2,"Sk",11:00:00,14:00:00,"3:00",3,"RB","Prince Geo","1",4,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","14:45",5,"Sk",10:00:00,14:30:00,"4:30",4.5,"RB","Prince Geo","4",0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,22.5,0,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","14:50",3,"Sk",12:00:00,14:40:00,"2:40",2.67,"RB","Prince Geo","4",0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,8,0,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","15:00",4,"Sk",11:00:00,15:00:00,"4:00",4,"CD","Williams Lake","4",3,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,16,3,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","15:30",4,"Sk",13:00:00,15:00:00,"2:00",2,"RB","Smithers","4",2,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,8,2,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","16:00",3,"Sk",12:00:00,15:30:00,"3:30",3.5,"GM","Burns Lk","5",2,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,10.5,2,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","16:15",2,"Sk",13:00:00,15:45:00,"2:45",2.75,"GM","Topley","3",1,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,5.5,1,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","16:40",2,"Sk",13:00:00,16:30:00,"3:30",3.5,"GM","Granisle","7",2,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,7,2,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","17:00",2,"Sk",10:00:00,16:30:00,"6:30",6.5,"RB","Smithers","1",2,NA,NA,NA,NA,NA,"2","2",NA,NA,NA,NA,13,4,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","17:00",5,"Sk",14:00:00,17:00:00,"3:00",3,"CD","Prince Geo","4",2,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,15,2,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","17:05",2,"Sk",11:30:00,15:30:00,"4:00",4,"RB","Houston","4",4,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,8,4,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","17:25",3,"Sk",09:00:00,17:00:00,"8:00",8,"RB","Prince Geo","1",0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,24,0,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","17:45",2,"Sk",15:00:00,17:30:00,"2:30",2.5,"CD","Prince Geo","3",4,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","18:00",2,"Sk",14:00:00,18:00:00,"4:00",4,"CD","Prince Geo","2",4,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,8,4,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","18:00",3,"Sk",14:00:00,17:30:00,"3:30",3.5,"RB","Prince Geo","3",1,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,10.5,1,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","18:30",4,"Sk",14:00:00,18:00:00,"4:00",4,"CD","Prince Geo","3",4,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,16,4,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-17,"Thursday","18:40",4,"Sk",15:00:00,18:30:00,"3:30",3.5,"CD","Prince Geo","5",3,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,14,3,NA,NA,NA,NA,"weekday",0.299094171936421,0.288412237224406,468.08,140,135
2023-08-18,"Friday","12:15",2,"Sk",10:00:00,12:00:00,"2:00",2,"CD","Houston",NA,2,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","12:20",2,"Sk",09:00:00,12:00:00,"3:00",3,"CD","Prince Geo","2",2,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,6,2,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","12:30",4,"Sk",09:30:00,12:30:00,"3:00",3,"BL","Endako",NA,3,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,12,3,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","13:10",4,"Sk",10:30:00,12:30:00,"2:00",2,"BL","Prince Geo","2",1,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","13:20",4,"Sk",10:00:00,13:00:00,"3:00",3,"CD","Prince Geo","4",3,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,12,3,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","13:30",5,"Sk",09:00:00,13:30:00,"4:30",4.5,"CD","Prince Geo","4",1,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,22.5,1,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","13:50",4,"Sk",11:30:00,13:30:00,"2:00",2,"CD","Prince Geo","3",4,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,8,7,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","13:55",3,"Sk",09:30:00,13:30:00,"4:00",4,"CD","Prince Geo","3",4,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,12,4,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","13:55",3,"Sk",11:30:00,13:55:00,"2:25",2.42,"RB","Prince Geo",NA,4,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,7.25,4,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","14:05",4,"Sk",09:00:00,13:10:00,"4:10",4.17,"RB","Smithers",NA,3,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,16.67,3,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","14:25",2,"Sk",11:00:00,14:25:00,"3:25",3.42,"LB","Topley",NA,1,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,6.83,1,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","14:30",2,"Sk",12:30:00,14:30:00,"2:00",2,"CD","Vanderhoof","3",1,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","14:40",2,"Sk",11:00:00,14:38:00,"3:38",3.63,"LB","Grande Prairie","10",0,"1",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,7.27,0,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","14:45",2,"Sk",12:00:00,14:45:00,"2:45",2.75,"CD","Prince Geo","4",5,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,5.5,5,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","16:30",2,"Sk",11:00:00,14:30:00,"3:30",3.5,"CD","Prince Geo","3",8,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,7,8,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","17:15",4,"Sk",13:00:00,17:00:00,"4:00",4,"CD","Prince Geo","3",6,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,16,6,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","17:20",8,"Sk",15:00:00,17:15:00,"2:15",2.25,"CD","Prince Geo","3",14,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,18,14,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","17:20",4,"Sk",12:00:00,15:00:00,"3:00",3,"LB","Vavenby","4",2,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,12,2,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","17:25",4,"Sk",12:00:00,15:00:00,"3:00",3,"LB","Smithers","5",2,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,12,2,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","17:30",6,"Sk",15:30:00,17:30:00,"2:00",2,"CD","Prince Geo","3",1,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,12,1,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","17:45",5,"Sk",15:00:00,17:30:00,"2:30",2.5,"RB","Edmonton","5",0,NA,NA,NA,NA,NA,"0","4",NA,NA,NA,NA,12.5,0,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","17:48",4,"Sk",15:00:00,17:30:00,"2:30",2.5,"RB","Prince Geo","5",0,NA,NA,NA,NA,NA,"0","4",NA,NA,NA,NA,10,0,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","18:00",4,"Sk",12:00:00,15:00:00,"3:00",3,"RB","Prince Geo","6",0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,12,0,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","18:00",2,"Sk",16:00:00,18:00:00,"2:00",2,"CD","Vanderhoof","3",4,"1",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","18:25",1,"Sk",07:00:00,09:30:00,"2:30",2.5,"GM","Granisle",NA,2,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"2",2.5,2,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","18:30",2,"Sk",15:30:00,18:30:00,"3:00",3,"CD","Prince Geo","4",1,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","18:45",2,"Sk",14:00:00,18:40:00,"4:40",4.67,"CD","Vanderhoof","2",12,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,9.33,12,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-18,"Friday","18:50",2,"Sk",16:00:00,18:45:00,"2:45",2.75,"CD","Prince Geo","3",1,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,5.5,1,NA,NA,NA,NA,"weekday",0.332287243861916,0.321211002399852,270.85,90,87
2023-08-19,"Saturday","10:45",2,"Sk",09:15:00,10:30:00,"1:15",1.25,"GM","Houston",NA,4,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2.5,4,NA,NA,NA,NA,"weekend",0.326517150395778,0.319920844327177,303.2,99,97
2023-08-19,"Saturday","11:00",3,"Sk",08:00:00,11:00:00,"3:00",3,"CD","Houston",NA,4,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,9,4,NA,NA,NA,NA,"weekend",0.326517150395778,0.319920844327177,303.2,99,97
2023-08-19,"Saturday","11:30",2,"Sk",11:00:00,11:30:00,"0:30",0.5,"GM","Prince George",NA,0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,"weekend",0.326517150395778,0.319920844327177,303.2,99,97
2023-08-19,"Saturday","12:10",2,"Sk",10:00:00,12:00:00,"2:00",2,"CD","Houston",NA,4,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,"weekend",0.326517150395778,0.319920844327177,303.2,99,97
2023-08-19,"Saturday","12:15",3,"Sk",10:00:00,12:10:00,"2:10",2.17,"LB","Smithers","10",0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,6.5,0,NA,NA,NA,NA,"weekend",0.326517150395778,0.319920844327177,303.2,99,97
2023-08-19,"Saturday","12:20",3,"Sk",10:00:00,12:00:00,"2:00",2,"CD","Vanderhoof","3",6,"2",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,"weekend",0.326517150395778,0.319920844327177,303.2,99,97
2023-08-19,"Saturday","12:25",2,"Sk",10:00:00,12:20:00,"2:20",2.33,"LB","Enderby","10",0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,4.67,0,NA,NA,NA,NA,"weekend",0.326517150395778,0.319920844327177,303.2,99,97
2023-08-19,"Saturday","12:30",1,"Sk",11:00:00,12:30:00,"1:30",1.5,"CD","Vanderhoof","3",1,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,1.5,1,NA,NA,NA,NA,"weekend",0.326517150395778,0.319920844327177,303.2,99,97
2023-08-19,"Saturday","13:15",2,"Sk",11:00:00,13:00:00,"2:00",2,"RB","Quesnel","1",0,NA,NA,NA,NA,NA,"0","1",NA,NA,NA,NA,4,0,NA,NA,NA,NA,"weekend",0.326517150395778,0.319920844327177,303.2,99,97
2023-08-19,"Saturday","13:20",2,"Sk",11:00:00,13:15:00,"2:15",2.25,"RB","Prince George","2",0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,4.5,0,NA,NA,NA,NA,"weekend",0.326517150395778,0.319920844327177,303.2,99,97
2023-08-19,"Saturday","13:20",2,"Sk",11:00:00,13:15:00,"2:15",2.25,"CD","Vanderhoof","3",4,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,4.5,4,NA,NA,NA,NA,"weekend",0.326517150395778,0.319920844327177,303.2,99,97
2023-08-19,"Saturday","13:23",2,"Sk",11:00:00,13:15:00,"2:15",2.25,"RB","Prince George","3",0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,4.5,0,NA,NA,NA,NA,"weekend",0.326517150395778,0.319920844327177,303.2,99,97
2023-08-19,"Saturday","13:39",2,"Sk",10:00:00,13:30:00,"3:30",3.5,"RB","Prince George","5",0,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,"weekend",0.326517150395778,0.319920844327177,303.2,99,97
